address,company_name,company_type,corporate_representative,overall_merit,overall_year,registered_capital,social_code
新津县五津镇五河路1组38栋1楼,成都恒鑫汽车维修有限公司,维修企业,,B,2022,0,91510132663018201W
新津县花桥镇蔡湾村3组96号,新津建国汽车销售服务有限公司,维修企业,,A,2022,0,9151013209127206XC
新津县花桥镇蔡湾村3组96号,新津祥龙车业有限公司,维修企业,,A,2022,0,915101325696572000
新津县五津镇武阳东路252号,新津五津岷江汽修厂,维修企业,,B,2022,0,92510132L11280776N
永商镇望江村3组576号,成都铂仕汽车贸易有限公司,维修企业,,A,2022,0,91510132MA65U2JW4X
新津县花桥镇蔡湾村3组96号,新津弘致汽车销售服务有限公司,维修企业,,A,2022,0,91510132083329716G
成都市新津县花桥镇仁和街117号,成都欣腾龙汽车维修服务有限公司,维修企业,,B,2022,0,91510132MA6C535X6A
新津县五津镇黄鹤大道2-12号,新津县博奥汽车修理厂,维修企业,,B,2022,0,92510132L50266563T
新津县花桥镇长绍街9号,新津县新林汽修厂,维修企业,,B,2022,0,92510132L597420361
新津县五津镇平岗路279号,新津县益祥汽修厂,维修企业,,B,2022,0,92510132MA6CN4X99Y
四川省成都市新津县新平镇民柏街4号2栋1层、4号3栋1层,新津县瑞德汽车修理厂,维修企业,,B,2022,0,92510132MA6CRF9X49
新津县花源镇柳河村7组,成都肆伍陆汽车维修有限公司,维修企业,,B,2022,0,91510132MA61TGB000
新津县花源镇官林村五组3栋1-2层,成都吉兴顺汽车销售服务有限公司,维修企业,,B,2022,0,91510132MA65XFM03C
新津县永商镇五河路614号,成都市酷鑫汽车贸易有限公司,维修企业,,B,2022,0,915132MA6C4T0266
新津县五津镇温州路97号,新津县诚辉汽车维修厂,维修企业,,B,2022,0,92510132MA6C7W5816
新津县花桥镇蔡湾村3组11号,新津县俊腾汽修厂,维修企业,,B,2022,0,92510132MA6AKB2A01
新津县花桥镇长绍街2附56-61号,新津合力汽车修理厂,维修企业,,B,2022,0,92510132L56153594A
新津县永商镇梨花大道一段46号,成都亿家汽车销售有限公司永商分公司,维修企业,,B,2022,0,91510132MA6DETX3XD
新津县永商镇五河路664号,新津宏田汽修厂,维修企业,,B,2022,0,92510132L112882171
新津县花桥镇蔡湾村3组625号,成都鑫晟汽车服务有限责任公司,维修企业,,B,2022,0,915101320549002000
新津县五河路187号,津安汽修厂,维修企业,,A,2022,0,91510132743626127U
新津县五津镇希望西路126号,新津县永禾汽车修理厂,维修企业,,B,2022,0,92510132L597068871
新津县永商镇五河路442号（望江社区二组）,新津县毅新汽车修理厂,维修企业,,B,2022,0,92510132MA6DEU26XB
新津县花桥镇金桥社区长绍街13号,成都康瑞达汽车服务有限公司,维修企业,,B,2022,0,91510132321600058K
新都区大丰街道蓉北路三段66号附1号、附2号,成都泰捷安汽车维修服务有限公司成都新都分公司,维修企业,,A,2022,0,91510114MABLJQ0M01
成都市新都区新繁街道杏桂村4组403号2层,成都元弘兴汽车服务有限公司,维修企业,,A,2022,0,91510114MAC6GRKR34
新都区三河街道蓉都大道天河路1380号1栋1层2-10号,成都宏之信汽车服务有限公司新都分公司,维修企业,,A,2022,0,91510114MA65U8M75M
新都区大丰街道蓉北路三段48号附一号,成都耀远汽车维修有限公司,维修企业,,A,2022,0,91510114MA6AP7FM82
新都区新都街道清源路514号1层,四川国众兴汽车服务有限公司,维修企业,,A,2022,0,91510112MA6BUX6429
新都区泰兴镇高筒村五社,新都区泰兴镇隆乾修理店,维修企业,,A,2022,0,92510114MA6C0F1B6U
新都区大丰镇蓉北路三段189号,新都区马力达汽车维修服务部,维修企业,,A,2022,0,92510114L394938612
新都区大丰街道办大天路1689号1栋1层3号,成都瑞九汽车服务有限公司,维修企业,,A,2022,0,91510125MA6CXEQ29Q
新都区大丰街道铁路社区4社,新都区大丰金祥汽车维修部,维修企业,,A,2022,0,92510114L614056021
新都区斑竹园镇雅雀口社区五组,成都一元宗汽车服务有限公司,维修企业,,A,2022,0,92510114L79678238L
四川省成都市新都区石板滩镇兴业大道三段1162-1168号,新都区石板滩镇弘美泰汽车维修服务部,维修企业,,A,2022,0,92510125MA6435B52A
新都区泰兴镇张庵村一社,新都区泰兴镇文志汽修厂,维修企业,,A,2022,0,92510114L294836431
新都区新都街道五里村10社5号,新都区博爵汽车维修部,维修企业,,A,2022,0,92510114L614109466
四川省成都市新都区新都街道黄河路118-120-122号,新都区富民汽车维修服务部,维修企业,,A,2022,0,92510114MA6C1JXE0Q
成都市新都区龙桥镇青桥村7社57号,成都展鹏汽车维修有限公司,维修企业,,A,2022,0,91510125MA65LNWK7W
新都区大丰街道王桥路302号,四川赛麟汽车服务有限公司,维修企业,,B,2022,0,91510114MA6DFCWR91
四川省成都市新都区物流大道555号中集车辆园14栋,成都上航汽车销售服务有限公司,维修企业,,B,2022,0,91510114072448170J
成都市新都区龙桥镇渭水社区6社,新都区龙桥镇昌隆汽修厂,维修企业,,B,2022,0,92510114L21743105X
成都市新都区三河街道花园村6社,四川圣民汽车销售服务有限公司,维修企业,,A,2022,0,91510114MA61TKJF5A
新都区新都街道龙虎村六社川陕货运市场后门1-11号,成都市东重汽车销售服务有限公司,维修企业,,A,2022,0,915101143320920000
新都区新都街道山王村二社,新都区恒达汽车修理厂,维修企业,,B,2022,0,92510114L80557986C
成都市新都区宝光大道南段764号,成都良宇汽车修理厂,维修企业,,A,2022,0,91510114553555962L
成都市新都区新都镇团结社区十一社,成都宏申汽车销售服务有限公司,维修企业,,A,2022,0,91510114562048241L
新都区大丰街道通力路20号,成都市丰港汽车配件有限公司,维修企业,,A,2022,0,91510114MA62MQ166K
新都区大丰街道华美社区4社6号？,成都润和汽车维修有限公司,维修企业,,A,2022,0,91510114L61447300A
新都区新都街道新东社区3组,成都市龙昱汽车维修有限公司,维修企业,,A,2022,0,91510114L33950603W
新都区新都街道西北社区新新街259号,成都鑫锐兴汽车服务有限公司,维修企业,,A,2022,0,91510114MA61XCXYX7
新都区新都街道新石路88号,成都迪兴汽车服务有限公司,维修企业,,A,2022,0,91510114MA6CPKL97T
成都市新都区物流中心金芙蓉大道1290号,四川远创汽车销售服务有限公司,维修企业,,A,2022,0,91510114054925105T
新都区新繁镇和平村10组,新都区新繁镇锦阳汽车维修店,维修企业,,A,2022,0,92510114L5617941XJ
成都市新都区新都街道新桥村3组204号,成都利佳汽车服务有限公司,维修企业,,A,2022,0,915101147826647000
四川省成都市天府新区华阳街道通济桥下街219号,成都华阳协力汽车维修服务有限公司,维修企业,,B,2022,0,92510100MA6C75FX6J
四川省成都市天府新区华阳镇伏龙村府河音乐花园,成都卡立酷汽车服务有限公司,维修企业,,B,2022,0,91510100MA61WHTM4J
四川省成都市天府新区籍田街道地坪村8组208-2号,天府新区成都片区籍田重汽汽车修理厂,维修企业,,B,2022,0,92510100MA69H9H606
四川省成都市天府新区籍田街道蔡堰4社老晒坝,天府新区成都片区籍田千禧汽车修理厂,维修企业,,B,2022,0,92510100L35705708A
成都天府新区华阳街道益州大道南段178号,成都技新汽车服务有限公司,维修企业,,B,2022,0,91510100MA67GY3M3D
四川天府新区籍田街道石庙村7组302号,天府新区成都片区大林温氏汽车修理厂,维修企业,,B,2022,0,92510100L77098045B
四川省成都市双流县正兴镇钓鱼嘴村4组233号,天府新区成都片区正兴兴盛达汽修厂,维修企业,,A,2022,0,92510100MA62LHLY25
四川省成都市天府新区大安桥社区1组,成都正兴成信汽修厂,维修企业,,A,2022,0,91510100L394778101
天府新区永兴街道世纪街11号,天府新区成都片区永兴镇众兴旺汽修经营部,维修企业,,A,2022,0,92510100L79668494Q
成都市新都区斑竹园镇新斑路1段866号,成都车保镖汽车销售服务有限公司,维修企业,,A,2022,0,91510114MA6CD05YXQ
新都区桂湖街道金芙蓉大道一段3180号附2号,成都圣东鑫汽车销售服务有限公司,维修企业,,A,2022,0,91510114MA6CA2025C
四川省成都市天府新区太平街道腾飞大道295号,天府新区成都片区太平鑫宇汽修厂,维修企业,,A,2022,0,92510100MA67017NX5
四川省成都市天府新区煎茶街道鹿溪河村8组104号,成都鑫志成汽车服务有限公司,维修企业,,A,2022,0,91510100MA69HWLH9T
天府新区成都片区永兴街道红花村1组17号,天府新区成都片区永兴红花顺达汽修服务部,维修企业,,A,2022,0,92510100MA6C9RQL9M
新都区三河街道五龙山路36号,成都路丰雷克萨斯汽车销售服务有限公司,维修企业,,A,2022,0,91510114592054634L
新都区新繁镇滨江西路583-587号,成都泰然汽车维修有限责任公司,维修企业,,A,2022,0,91510114MA6DGXFJ8F
新都区三河场街五龙山路19号,成都中升仕豪汽车销售服务有限公司,维修企业,,A,2022,0,91510114594673279M
成都市双流区西航港街道蜀星社区三和天骄年华2栋12-16号,双流区西航港小廖顺风汽车维修服务部,维修企业,,B,2022,0,92510122L276079807
成都市双流区西航港街道文星大道166、168、170、172、174、176、178号,成都奔捷汽车维修服务有限公司,维修企业,,B,2022,0,91510122MA6DFT406D
成都市双流区九江街道万家社区8组208号,成都骏创汽车维修服务有限公司,维修企业,,B,2022,0,91510122MA63HC5B85
四川省成都市双流区黄水镇红桥四组藏卫路南段759、761、763、765、767号,双流区鑫恒驰汽修厂,维修企业,,B,2022,0,92510116MA66F1CG5Q
成都市双流区西航港街道空港总部基地388号1栋1层103号,双流区西航港德驰宝汽车维修服务部,维修企业,,B,2022,0,92510122MA6356N27X
双流区公兴街道荷韵西路83号,双流区鑫彤汽车维修部,维修企业,,B,2022,0,92510122MA6DDPKM60
成都市双流区九江街道马家寺社区7组202号1栋5号,四川智和诚汽车集团有限公司双流分公司,维修企业,,A,2022,0,91510122MA69K6AJ0K
成都市温江区永宁镇永福街37、39、41、43号,温江鹏和汽修厂,维修企业,,A,2022,0,92510115MA64MXEW2C
成都市双流区东升街道龙桥路6号51栋2层1号,成都小鹏汽车销售有限公司,维修企业,,A,2022,0,91510122MA6BURU65K
温江区柳城鱼凫路489号附7-16号,温江速达汽车修理厂,维修企业,,A,2022,0,92510115L160831812
成都市温江区和盛镇温玉路和盛段4320号,温江区柳岸汽修厂,维修企业,,A,2022,0,92510115L16062129X
成都市温江区永宁镇隆平路21、23、25、27、29号,成都鑫伟明都汽车服务有限公司,维修企业,,A,2022,0,91510115MA6CM7XR9W
成都市温江区和盛镇綦江社区五组306号,成都远祥精典汽车服务有限公司,维修企业,,A,2022,0,92510115MA6CLJEG5N
成都市温江区柳城黄金路63号,温江新建汽车修理厂,维修企业,,A,2022,0,92510115MA6DHYF51N
成都市温江区寿安镇百花社区二组300号,温江区跃腾汽车修理厂,维修企业,,A,2022,0,92510115L83765158H
四川省成都市温江区万春镇生态大道踏水段112、114、116、118号,温江众旺汽修厂,维修企业,,A,2022,0,92510115L23298359K
成都市温江区公平街办昌平街19号附3号,温江腾飞汽车修理厂,维修企业,,A,2022,0,92510115L4661684XH
成都市温江区公平街办昌平街13号,温江区长安汽车修理厂,维修企业,,A,2022,0,92510115L02730720M
成都市新都区新都大道2号,成都锦宇兴广汽车销售服务有限公司,维修企业,,A,2022,0,915101140753876000
成都市新都区新繁镇繁江南路66-72号,成都贺辉汽车服务有限公司,维修企业,,A,2022,0,91510114MA6CLCQ13N
新都区斑竹园镇柏水社区柏水路250号,成都新都华星名仕汽车销售服务有限公司,维修企业,,A,2022,0,915101146936560000
新都区黄鹤路388号20栋,成都兴友汽车维修服务有限公司,维修企业,,A,2022,0,91510114394289651K
成都市新都区大丰街道通力路38号,成都亨川汽车服务有限公司,维修企业,,A,2022,0,91510114321615380Q
新都区物流大道555号中集车辆园30栋111号,成都奔沃汽车销售服务有限公司,维修企业,,A,2022,0,91510114564479520M
新都区工业东区普河路,成都源兴机械制造有限公司,维修企业,,A,2022,0,91510114774538496Y
新都区工业东区龙虎大道2499号,成都好利汽车销售服务有限公司,维修企业,,A,2022,0,91510114357976145H
新都区大丰街道大天路1000号,成都启阳悦丰汽车销售服务有限公司,维修企业,,A,2022,0,91510114580026732W
新都区天缘路三段657-661号,新都区金典传臣汽车美容服务部,维修企业,,A,2022,0,92510114MA6CT4QJ9Q
新都区物流中心中集大道555号中集车辆园”19栋101号,成都宏铭汽车维修有限公司,维修企业,,A,2022,0,915101143274812000
新都区新都街道新军路287号,成都市中新汽车服务有限公司,维修企业,,A,2022,0,91510114MA6CLDMK2Q
盐亭县云溪镇万安汽配城A栋（1-2层）,盐亭县云溪镇志鹏名车维修中心,维修企业,,AA,2022,0,92510723MA69GAUA35
盐亭县云溪镇凤凰大道213号,盐亭县诚昆汽车修理服务有限责任公司,维修企业,,AA,2022,0,91510723MA65W28DXQ
盐亭县云溪镇文同路三段459号,盐亭县祥龙轿车修理厂,维修企业,,AA,2022,0,91510723071423270E
盐亭县云溪镇盐蓬路15号,盐亭县凤凰汽车修理厂,维修企业,,AA,2022,0,92510723MA64YXUK11
盐亭县云溪镇昆仑路上段2号,盐亭县宇峰汽车修理厂,维修企业,,A,2022,0,91510723570726292N
盐亭县云溪镇凤凰大道215号,四川兴金成商贸有限责任公司,维修企业,,A,2022,0,91510723MA6240C83R
盐亭县云溪镇红光东路105号,盐亭县文同汽车修理厂,维修企业,,AA,2022,0,91510723MA62476Y7D
盐亭县云溪镇红光东路82号,绵阳市通力汽车运输有限公司盐亭县汽车修理厂,维修企业,,AA,2022,0,915107230967215000
盐亭县云溪镇万安村万安加油站旁,盐亭县京硕商贸有限公司,维修企业,,AA,2022,0,91510723MA66M98W0D
盐亭县云溪镇万安村,盐亭县麒恩汽车销售服务有限公司,维修企业,,AA,2022,0,91510723MA624L7T07
盐亭县文同路下段S32西绵高速出口,盐亭县云溪镇讯诚汽修厂,维修企业,,A,2022,0,91510723MA629YHJ56
平武县龙安镇东皋村,平武县路畅行汽修,维修企业,,B,2022,0,92510727MA67QRGP6C
成都市新都区蓉都大道天河路1343号,成都众腾汽车服务有限责任公司,维修企业,,A,2022,0,91510114060094432N
盐亭县云溪镇文同路下段381号,盐亭县旭戈维修服务中心,维修企业,,AA,2022,0,92510723MAC5YX404U
平武县龙安镇九龙路西段47号,兵娃子汽修部,维修企业,,B,2022,0,92510727MA6373X23A
平武县冀安东路24号附4号,平武县天明汽车维修服务中心,维修企业,,B,2022,0,92510727MA69WFQ15U
平武县冀安东路48号,平武县龙腾汽车修理厂,维修企业,,A,2022,0,52510727MA63KQ1J2D
平武县龙安镇冀安东路216号,欣辰汽车维修养护中心,维修企业,,B,2022,0,92510727MA67DCN128
平武县平安街25号,平武县林华汽车维修部,维修企业,,A,2022,0,92510727MA6BJ9524A
平武县林家坝前街,平武县林家坝胜达汽车修理部,维修企业,,B,2022,0,92510727MA650CXM54
平武县龙安镇九龙路西段15号,平武县锦顺汽车技术服务有限公司,维修企业,,AA,2022,0,91510727MA6241231N
平武县江油关镇唐山大道269号,平武县顺风汽车修理厂,维修企业,,A,2022,0,91510727MA6CJKXW9T
成都市天府新区正兴街道广东街157号,天府新区成都片区正兴鑫宏达汽修厂,维修企业,,A,2022,0,92510100L63605798T
四川省成都市天府新区华阳街道华府大道一段1008号154栋2、3、4、5号,天府新区成都片区华阳鑫红汽修厂,维修企业,,A,2022,0,92510100L259065063
成都市天府新区籍田街道新北街148号,天府新区成都片区籍田有军小汽车修理厂,维修企业,,A,2022,0,92510100728073157W
四川省成都市天府新区新兴街道庙山村8组304号,成都鑫众合汽车服务有限公司,维修企业,,A,2022,0,91510100MA6CTX7NXQ
四川省成都市天府新区华阳街道锦江路四段30.32.34.36.38.40.42.44.46.50.52号,天府新区成都片区华阳安卓汽车修理厂,维修企业,,A,2022,0,92510100L21700236U
四川省成都市天府新区白沙镇白沙村八组,天府新区成都片区白沙益民汽车维修厂,维修企业,,A,2022,0,92510100L525296621
成都市天府新区籍田街道新华路二段289号,成都鑫奥达汽车服务有限责任公司,维修企业,,A,2022,0,91510100592096519G
四川省成都市天府新区华阳协和下街117号,成都市众宏达汽车服务有限公司,维修企业,,AA,2022,0,91510100L17400660H
四川省成都市天府新区华阳正北下街2号,成都鑫捷胜汽车服务有限公司,维修企业,,AA,2022,0,91510100MA6C80AC45
四川省成都市天府新区华阳东山大道一段1450号,成都天府新区华阳客运有限公司汽修厂,维修企业,,A,2022,0,91510100755986816Q
四川省成都市天府新区籍田街道粮丰村2组62号,成都天府新区海佳汽车维修有限公司,维修企业,,A,2022,0,91510100MA64RU5290
天府新区华阳街道华阳大道一段2号附3号,成都笳鑫汽车维修技术服务有限公司,维修企业,,AA,2022,0,91510100395919803Q
四川省成都市天府新区华阳街道广都中街209号,成都新锋汽车服务有限公司,维修企业,,AA,2022,0,91510100321582830L
四川省成都市天府新区万安街道和韵南路182号,成都天府杭晨汽车维修有限公司,维修企业,,AA,2022,0,91510100L763976093
四川天府新区万安街道万福寺路1233号,成都蓉孚宝汽车销售服务有限公司,维修企业,,A,2022,0,91510100MA62MDKH1W
四川省成都市天府新区万安街道中太路1号,四川华星凯利捷汽车销售服务有限公司,维修企业,,A,2022,0,91510100MA62QL5M08
成都市天府新区万安街道开元村5组200号,成都天府新区公共交通有限公司,维修企业,,A,2022,0,915101003430091000
四川省成都市天府新区华阳街道南湖北路659-675号,成都华茜兴旺车业有限责任公司,维修企业,,A,2022,0,91510122567199233U
四川省天府新区万安街道中太路1号,成都锦泰天府汽车销售服务有限公司,维修企业,,A,2022,0,91510100MA68YQKW0R
成都市天府新区华阳街道华府大道一段1号,成都启阳领航汽车销售服务有限公司,维修企业,,AA,2022,0,91510100790006190T
四川省成都市天府新区万安镇麓山大道二段,成都新元素雅麓汽车销售服务有限公司,维修企业,,AA,2022,0,91510100587558686D
四川省成都市天府新区万安街道万福寺路809号1栋附102号,成都锦泰麓山丰田汽车销售服务有限公司,维修企业,,AA,2022,0,91510100MAAGUM1T7P
四川省成都市天府新区万安街道万安路西段191号,成都锦泰雷克萨斯汽车销售服务有限公司,维修企业,,AA,2022,0,91510100MA6CAG6B5K
四川省成都市天府新区万安街道麓山大道二段1321号,成都宏羽吉诚汽车服务有限公司,维修企业,,AA,2022,0,91510100MA68E6KT20
中国（四川）自由贸易试验区成都市双流区西航港街道物流大道188号6栋5号,四川车缘通汽车服务有限公司,维修企业,,B,2022,0,91510116MABR32D224
四川省成都天府新区万安街道万福寺1233号,成都东创国城实业有限公司,维修企业,,AA,2022,0,91510100332055083F
成都市双流区九江街道金岛社区美湖路267、269、289号,双流区晟鑫机动车维修服务部,维修企业,,B,2022,0,92510122MA69X14N22
成都市双流区东升街道成双大道南段1723-1737号,成都顺鑫诚汽车修理有限公司,维修企业,,B,2022,0,91510122MA6CCLKE3J
四川省成都市双流区九江街道马家寺社区7组202号,四川至诚优炜汽车销售有限公司,维修企业,,B,2022,0,91510100MA6CPWJ70F
四川省成都市双流区九江街道柑龙路88号,成都二四汽车服务有限公司成都双流分公司,维修企业,,B,2022,0,91510116MA7ME70PXR
中国（四川）自由贸易试验区成都市双流区西航港街道双华路三段33号37栋,成都瑞驰风光汽车销售服务有限公司,维修企业,,B,2022,0,91510122MA6C8DWL3A
四川省成都市双流区黄甲街道家园路198、200、202、204、206、208号,双流区超星盛汽车维修经营部,维修企业,,B,2022,0,92510122MA69U027X4
成都市双流区东升街道长顺路一段3号1栋1单元1层3号,成都畅捷汽车服务有限公司,维修企业,,B,2022,0,91510122MA6DDUHD7F
成都市双流区彭镇沿河村新大桥112号,四川省鑫陆航汽车服务有限公司,维修企业,,B,2022,0,91510122MA6CYNYR49
成都市双流区黄甲街道黄甲大道一段236-250号,成都大道行汽车技术服务有限公司,维修企业,,B,2022,0,91510122MA62QJCU53
温江区公平街办龙凤社区六组,温江祥通汽修厂,维修企业,,AA,2022,0,92510115L699829491
成都市温江区公平街办太极街37号,温江东城修理厂,维修企业,,AA,2022,0,92510115L08025301F
成都市双流区东升街道福田路一段18号1栋1层1、2、3号,成都捷特汽车服务有限公司,维修企业,,B,2022,0,91510122MA6B2LMF9H
成都市温江区柳城德通桥路768号,温江区鑫驰汽修厂,维修企业,,AA,2022,0,92510115MA6DAPDD1T
成都市温江区金府路东段542号,成都富吉鑫汽车服务有限公司,维修企业,,AA,2022,0,915101155902009000
成都市温江区公平镇昌平街17号附11号,成都华星锦驰汽车服务有限公司,维修企业,,AA,2022,0,915101153505887000
成都市温江区柳城来凤路232号,温江路友汽车修理厂,维修企业,,AA,2022,0,92510115777483902K
成都市温江区永盛镇金鸡社区7组尚石路南段1180号,成都德载汽车修理有限公司,维修企业,,A,2022,0,91510115395912345U
温江区天府街道金府路东段560号,温江玉祥汽修厂,维修企业,,AA,2022,0,92510115L007162711
成都市温江区涌泉街道共耕5组333号附1号,成都信义车管家汽车服务有限公司,维修企业,,AA,2022,0,92510115L63629925R
成都市温江区天府街道办金府社区六组19号1层2室,成都鹏程车程汽车服务有限公司,维修企业,,AA,2022,0,91510115MA62QQ1B9P
成都市温江区天府街道办科盛东路,成都宏睿翔汽车维修有限公司,维修企业,,AA,2022,0,915101150833437000
新都区物流中心中集大道555号“中集车辆园”29栋,成都佳辉汽车销售服务有限公司,维修企业,,A,2022,0,91510114592079815L
成都市温江区公平镇昌平街13号,成都市温江区鹏驰汽车销售服务有限公司,维修企业,,AA,2022,0,91510115572292045N
新都区斑竹园镇新崇路451号,四川申蓉泓嘉汽车销售服务有限公司,维修企业,,A,2022,0,915101145589556000
新都镇燕塘村（物流中心二期）,成都安泰汽车销售有限责任公司,维修企业,,A,2022,0,9151011456203937XK
新都区斑竹园镇新崇路453号,四川申蓉泓正汽车销售服务有限公司,维修企业,,A,2022,0,9151011456200621XT
成都市北星大道二段711号8栋,四川申蓉雅泰汽车销售服务有限公司,维修企业,,A,2022,0,915101146696801000
新都区斑竹园镇新崇路457号,四川申蓉泓锦汽车销售服务有限公司,维修企业,,A,2022,0,9151011455896962X1
新都区斑竹园镇新崇路白云社区8组,四川申蓉瑞龙汽车销售服务有限公司,维修企业,,A,2022,0,9151011455106537XM
新都区斑竹园镇柏水社区柏水路246号,四川申蓉广谷汽车销售服务有限公司,维修企业,,A,2022,0,9151011469365601XD
新都区斑竹园镇新崇路455号,四川申蓉泓捷汽车销售服务有限公司,维修企业,,A,2022,0,91510114558969654N
新都区三河场物流大道中集车辆园,四川奥新华晨汽车贸易有限公司,维修企业,,AA,2022,0,915101145746206000
