id,unit_name,address,apti,score
1481540,池州市规划勘测设计总院有限公司,安徽省池州市,工程勘察专业类岩土工程（勘察）甲级,83.5
1481503,中工武大设计集团有限公司（原中工武大设计研究有限公司）,湖北省武汉市,工程勘察专业类岩土工程（勘察、设计、物探测试检测监测）乙级，水文地质勘察乙级，工程测量乙级,82.4
1481551,黄山市水电勘测设计院,安徽省黄山市,工程勘察专业类岩土工程（勘察）丙级,81.9
1481546,深圳市水务规划设计院股份有限公司,广东省深圳市,工程勘察综合资质甲级,81.9
1481557,河南省水利勘测设计研究有限公司,河南省郑州市,工程勘察专业类（岩土工程、水文地质勘察、工程测量）甲级,81.7
1481554,中国电建集团华东勘测设计研究院有限公司,浙江省杭州市,工程勘察综合资质甲级,81.7
1481566,安徽荣景工程设计咨询有限公司,安徽省合肥市,工程勘察专业类岩土工程（勘察）乙级,81.6
1481561,中水珠江规划勘测设计有限公司,广东省广州市,工程勘察综合资质甲级,81.4
1481528,杭州水利水电勘测设计院有限公司,浙江省杭州市,工程勘察专业类（工程测量、岩土工程）乙级,81.2
1481514,中山市水利水电勘测设计咨询有限公司,广东省中山市,工程勘察专业类（岩土工程（勘察）、工程测量）甲级,81.1
1481524,重庆市水利电力建筑勘测设计研究院有限公司,重庆市,工程勘察专业类（岩土工程）甲级；工程勘察专业类（工程测量）丙级；工程勘察专业类（水文地质）乙级,80.6
1481537,河南省水务规划设计研究有限公司（原河南省豫北水利勘测设计院有限公司）,河南省安阳市,工程勘察专业类（岩土工程、水文地质勘察）甲级；工程勘察专业类（工程测量）乙级,80.6
1481550,中国电建集团西北勘测设计研究院有限公司,陕西省西安市,工程勘察综合资质甲级,80.6
1481543,安徽省城建设计研究总院股份有限公司,安徽省合肥市,工程勘察综合资质甲级,80.6
1481575,盐城市水利勘测设计研究院有限公司,江苏省盐城市,工程勘察专业类（岩土工程（勘察））乙级,80.6
1481582,滁州市水利勘测设计院有限公司,安徽省滁州市,工程勘察专业类（岩土工程（勘察））乙级,80.5
1481544,中铁水利水电规划设计集团有限公司,江西省南昌市,工程勘察综合资质甲级,80.4
1481534,上海市水利工程设计研究院有限公司,上海市,工程勘察专业类（岩土工程（勘察））甲级,80.4
1481521,枣庄市水利勘测设计院,山东省枣庄市,工程勘察专业类（工程测量）丙级；工程勘察专业类（水文地质勘察、岩土工程（勘察））乙级,80.4
1481522,中国电建集团成都勘测设计研究院有限公司,四川省成都市,工程勘察综合资质甲级,80.4
1481526,徐州市水利建筑设计研究院,江苏省徐州市,工程勘察专业类（岩土工程、水文地质勘察）甲级,80.4
1481564,信阳市水利勘测设计院,河南省信阳市,工程勘察专业类（工程测量、水文地质勘察、岩土工程（勘察、设计））乙级,80.4
1481569,山东新汇建设集团有限公司,山东省东营市,工程勘察专业类（岩土工程（勘察））甲级；工程勘察专业类（岩土工程（设计、物探测试检测监测）、水文地质勘察、工程测量）乙级；劳务类（工程钻探）,80.4
1481567,安庆市磐石岩土有限公司,安徽省安庆市,工程勘察专业类（岩土工程）乙级,80.2
1481527,河海大学设计研究院有限公司,江苏省南京市,工程勘察专业类（岩土工程（勘察））乙级,80.2
1481545,中国电建集团昆明勘测设计研究院有限公司,云南省昆明市,工程勘察综合资质甲级,80.2
1481549,中国电建集团中南勘测设计研究院有限公司,湖南省长沙市,工程勘察综合资质甲级,80.2
1481518,邯郸市水利水电勘测设计研究院,河北省邯郸市,工程勘察专业类（工程测量、岩土工程（勘察））甲级,80.2
1481574,北京中水利德科技发展有限公司,北京市,工程勘察专业类（工程测量、岩土工程（勘察））甲级,80.2
1481570,南京水科院瑞迪科技集团有限公司（原南京瑞迪建设科技有限公司）,江苏省南京市,工程勘察专业类（岩土工程）甲级；工程勘察专业类（工程测量）乙级；工程勘察专业类（水文地质勘察）乙级;劳务类（工程钻探）,80.2
1481583,上海市城市建设设计研究总院（集团）有限公司,上海市,工程勘察综合资质甲级,80
1481571,河南水环境勘测设计有限公司,河南省三门峡市,工程勘察专业类（岩土工程（勘察）、工程测量）乙级,80
1481572,中国水利水电第五工程局有限公司,四川省成都市,工程勘察专业类（岩土工程（勘察））甲级；工程勘察专业类（水文地质勘察、工程测量、岩土工程）乙级,80
1481573,广东河海工程咨询有限公司,广东省广州市,工程勘察专业类（岩土工程（勘察）、工程测量）乙级,80
1481576,安徽蓝山建筑科技有限公司,安徽省淮北市,工程勘察专业类工程测量乙级；工程勘察专业类岩土工程（勘察）丙级,80
1481577,安徽省交通规划设计研究总院股份有限公司,安徽省合肥市,工程勘察综合资质甲级,80
1481578,中国联合工程有限公司,浙江省杭州市,工程勘察专业类（岩土工程）甲级,80
1481579,安徽水安建设集团股份有限公司,安徽省合肥市,工程勘察专业类岩土工程（勘察）乙级、工程勘察专业类工程测量乙级,80
1481580,河南省沙颍河勘测设计院有限责任公司,河南省漯河市,工程勘察专业类（工程测量、水文地质勘察、岩土工程（勘察，设计））乙级,80
1481581,广东珠荣工程设计有限公司,广东省广州市,工程勘察专业类（岩土工程、工程测量、水文地质勘察）乙级,80
1481584,福建安澜水利水电勘察设计院有限公司,福建省龙岩市,工程勘察专业类（岩土工程（勘察））乙级,80
1481520,合肥工业大学设计院（集团）有限公司,安徽省合肥市,工程勘察专业类（岩土工程）甲级；工程勘察专业类（工程测量）乙级,80
1481515,江苏省工程勘测研究院有限责任公司,江苏省扬州市,工程勘察综合类甲级,80
1481516,华设设计集团股份有限公司,江苏省南京市,工程勘察综合资质甲级,80
1481504,武汉中工武大设计研究院有限公司,湖北省武汉市,工程勘察专业类（岩土工程（勘察））乙级,80
1481502,开封市汴龙勘察设计有限公司（原开封市汴龙勘察设计中心）,河南省开封市,工程勘察专业类（工程测量、水文地质勘察、岩土工程（勘察））乙级,80
1481552,中水东北勘测设计研究有限责任公司,吉林省长春市,工程勘察综合资质甲级,80
1481553,中国能源建设集团广西电力设计研究院有限公司,广西壮族自治区南宁市,工程勘察综合资质甲级,80
1481541,湖南省水利水电勘测设计研究总院,湖南省长沙市,工程勘察综合资质甲级,80
1481539,国昇设计有限责任公司,陕西省西安市,工程勘察专业类（水文地质、岩土工程）乙级；工程勘察专业类岩土工程（分项）岩土工程设计乙级,80
1481529,东莞市水利勘测设计院有限公司,广东省东莞市,工程勘察专业类（工程测量、岩土工程勘察）乙级,80
1481535,洛阳水利勘测设计有限责任公司,河南省洛阳市,工程勘察专业类（岩土工程（勘察））甲级,80
1481531,福建省水利水电勘测设计研究院有限公司（原福建省水利水电勘测设计研究院）,福建省福州市,工程勘察综合资质甲级,80
1481532,安徽建工路港建设集团有限公司（原安徽省路港工程有限责任公司）,安徽省合肥市,工程勘察专业类（工程测量、岩土工程）乙级,80
1481533,山西省水利水电勘测设计研究院有限公司,山西省太原市,工程勘察综合资质甲级,80
1481555,湖南九一工程设计有限公司,湖南省长沙市,工程勘察专业类（工程测量、岩土工程）乙级,80
1481556,温州市水利电力勘测设计院有限公司,浙江省温州市,工程勘察专业类（岩土工程（勘察）、工程测量）乙级,80
1481558,甘肃省水利水电勘测设计研究院有限责任公司,甘肃省兰州市,工程勘察综合资质甲级,80
1481565,上海勘测设计研究院有限公司,上海市,工程勘察综合资质甲级,80
1481562,中国市政工程华北设计研究总院有限公司,天津市,工程勘察专业类（岩土工程）甲级；工程勘察专业类（工程测量）乙级,80
1481563,中国电建集团贵阳勘测设计研究院有限公司,贵州省贵阳市,工程勘察综合资质甲级,80
1481559,河南灵捷水利勘测设计研究有限公司,河南省南阳市,工程勘察专业类（岩土工程（勘察））甲级；工程勘察专业类（水文地质勘察、工程测量）乙级,80
1481560,万邦建工集团有限公司,陕西省西安市,工程勘察专业类（岩土工程（勘察））丙级；工程勘察专业类（工程测量）乙级,80
1481568,天津市水务规划勘测设计有限公司,天津市,工程勘察专业类（岩土工程）甲级、工程勘察专业类（工程测量）乙级,80
1481585,河北省水利水电勘测设计研究院集团有限公司,天津市,工程勘察综合资质甲级,80
1481586,广西壮族自治区水利电力勘测设计研究院有限责任公司,广西壮族自治区南宁市,工程勘察综合资质甲级,80
1482244,辽宁省水利水电勘测设计研究院有限责任公司,辽宁省沈阳市,工程勘察综合资质甲级,80
1482261,中国水利水电第四工程局有限公司,青海省西宁市,工程勘察工程测量专业乙级、工程勘察岩土工程专业（岩土工程勘察）丙级）,80
1482267,天津市政工程设计研究总院有限公司,天津市,工程勘察综合资质甲级,80
1482275,上海千年城市规划工程设计股份有限公司,上海市,岩土工程专业（勘察）甲级、岩土工程（设计）乙级、岩土工程（物探测试检测监测)乙级、工程测量乙级,80
1482280,福州市闽华工程设计有限公司,福建省福州市,工程勘察专业类（岩土工程（勘察））丙级,80
1482281,河南省中纬测绘规划信息工程有限公司,河南省焦作市,工程勘察专业类（工程测量）甲级,80
1482294,南通和信工程勘测设计院有限公司,江苏省南通市,工程勘察专业类（岩土工程（勘察））乙级,80
1482308,宿迁市水务勘测设计研究有限公司,江苏省宿迁市,工程勘察专业类岩土工程勘察乙级、工程勘察专业类工程测量乙级,80
1482309,黑龙江省水利水电勘测设计研究院,黑龙江省哈尔滨市,工程勘察综合资质甲级,80
1482306,航天规划设计集团有限公司,北京市,工程勘察综合资质甲级,80
1482319,山东黄河勘测设计研究院有限公司,山东省济南市,工程勘察专业类（岩土工程、工程测量）甲级,80
1482326,北京市水利规划设计研究院,北京市,工程勘察综合资质甲级,80
1482339,西安亿帆水利设计院有限公司,陕西省西安市,工程勘察专业类工程测量乙级、工程勘察专业类水文地质乙级,80
1482342,江苏连云港地质工程勘察院,江苏省连云港市,工程勘察专业类（岩土工程）甲级、工程勘察专业类（水文地质勘察）乙级、劳务类凿井、劳务类工程钻探,80
1482344,宁波市水利水电规划设计研究院有限公司,浙江省宁波市,工程勘察专业类（岩土工程）乙级,80
1482350,六安市正天水利勘测设计有限公司,安徽省六安市,工程勘察专业类（岩土工程）乙级,80
1482374,长江水利水电开发集团（湖北）有限公司,湖北省武汉市,工程勘察专业类（工程测量、水文地质勘察、岩土工程）乙级,80
1482355,居安勘测有限公司,浙江省杭州市,工程勘察专业类（岩土工程、工程测量）甲级、劳务类（凿井、工程钻探）,80
1482387,中电能（安徽）勘测院有限公司,安徽省马鞍山市,工程勘察专业类（岩土工程（勘察）、工程测量、水文地质勘察）乙级,80
1482391,广东省水利电力勘测设计研究院有限公司,广东省广州市,工程勘察综合资质甲级,80
1482412,中国市政工程中南设计研究总院有限公司,湖北省武汉市,工程勘察综合资质甲级,80
1482429,山东省临沂市水利勘测设计院,山东省临沂市,工程勘察专业类岩土工程乙级、工程勘察专业类工程测量乙级、工程勘察专业类水文地质勘察乙级,80
1482440,山东省水利勘测设计院有限公司,山东省济南市,工程勘察综合甲级,80
1482454,重庆江源工程勘察设计有限公司,重庆市,工程勘察专业类（岩土工程（勘察））甲级,80
1482461,连云港市水利规划设计院有限公司,江苏省连云港市,工程勘察岩土工程勘察专业乙级、工程勘察工程测量专业乙级,80
1482464,惠州市华禹水利水电工程勘测设计有限公司,广东省惠州市,工程勘察专业类岩土工程勘察乙级、工程勘察专业类工程测量乙级,80
1481596,安徽省水利水电勘测设计研究总院股份有限公司（原安徽省水利水电勘测设计研究总院有限公司）,安徽省合肥市,水利行业甲级,104
1481616,安徽省阜阳市水利规划设计院有限公司（原安徽省阜阳市水利规划设计院）,安徽省阜阳市,水利行业（河道整治）专业甲级；水利行业（水库枢纽、引调水、灌溉排涝、河道整治、城市防洪、围垦）专业乙级,102.3
1481595,长江勘测规划设计研究有限责任公司,湖北省武汉市,工程设计综合资质甲级,100.2
1481618,中水淮河规划设计研究有限公司,安徽省合肥市,水利行业甲级,99.2
1481599,淮安市水利勘测设计研究院有限公司,江苏省淮安市,水利行业甲级,98.5
1481597,青岛市水利勘测设计研究院有限公司,山东省青岛市,水利行业（灌溉排涝、河道整治）专业甲级；水利行业乙级,94.8
1481636,海南省水利水电勘测设计研究院有限公司（原海南省水利水电勘测设计研究院）,海南省海口市,水利行业甲级,94.4
1481613,南京市水利规划设计院股份有限公司,江苏省南京市,水利行业专业乙级；水利行业（灌溉排涝、河道整治、城市防洪、围垦）专业甲级,94.3
1481592,水发规划设计有限公司,山东省济南市,水利行业（灌溉排涝、河道整治、城市防洪）专业甲级；水利行业乙级,92.7
1481601,扬州市勘测设计研究院有限公司,江苏省扬州市,水利行业乙级,91.9
1481639,上海市政工程设计研究总院（集团）有限公司,上海市,工程设计综合资质甲级,91.6
1481591,江苏省水利勘测设计研究院有限公司,江苏省扬州市,水利行业甲级,91.5
1481600,黄河勘测规划设计研究院有限公司,河南省郑州市,工程设计综合资质甲级,90.4
1481622,安庆市水利水电规划设计院,安徽省安庆市,水利行业乙级,89.8
1481644,贵州省水利水电勘测设计研究院有限公司,贵州省贵阳市,水利行业甲级,89.6
1481615,宿州市水利水电建筑勘测设计有限公司（原宿州市水利水电建筑勘测设计院）,安徽省宿州市,水利行业（河道整治、城市防洪）专业乙级,88.4
1481598,浙江省水利水电勘测设计院有限责任公司（原浙江省水利水电勘测设计院）,浙江省杭州市,水利行业甲级,88
1481607,宁夏水利水电勘测设计研究院有限公司,宁夏省银川市,水利行业甲级,87.8
1481612,蚌埠市水利勘测设计院有限公司,安徽省蚌埠市,水利行业（灌溉排涝、河道整治、城市防洪）专业乙级,87.6
1481631,安徽省大禹水利工程科技有限公司（吸收合并原安徽省大禹工程勘测设计有限公司）,安徽省蚌埠市,水利行业（灌溉排涝、河道整治）专业乙级；水利行业（水库枢纽）专业丙级,86.9
1481623,池州市规划勘测设计总院有限公司,安徽省池州市,水利行业（水库枢纽、灌溉排涝、河道整治）专业乙级,86.8
1481620,宿迁市水务勘测设计研究有限公司,江苏省宿迁市,水利行业（引调水、灌溉排涝、水土保持河道整治、城市防洪、围垦）专业乙级,86.8
1481633,安徽荣景工程设计咨询有限公司,安徽省合肥市,水利行业丙级,86.7
1481604,中国电建集团北京勘测设计研究院有限公司,北京市,工程设计综合资质甲级,86.4
1481627,安徽九凡工程设计咨询有限公司,安徽省合肥市,水利行业丙级,85.9
1481645,安徽省城建设计研究总院股份有限公司,安徽省合肥市,水利行业（河道整治、城市防洪）专业乙级,85.6
1481637,凤阳县水利勘察设计院,安徽省滁州市,水利行业（城市防洪、灌溉排涝、水库枢纽）专业丙级,85.6
1481648,深圳市水务规划设计院股份有限公司,广东省深圳市,水利行业甲级,85.6
1481593,中工武大设计集团有限公司（原中工武大设计研究有限公司）,湖北省武汉市,水利行业（灌溉排涝）专业甲级,84.7
1481589,河南省水利勘测设计研究有限公司,河南省郑州市,水利行业甲级,84.3
1481628,中水北方勘测设计研究有限责任公司,天津市,工程设计综合资质甲级,84.3
1481594,安徽华邦工程设计有限公司,安徽省淮北市,水利行业（灌溉排涝、河道整治、城市防洪）专业乙级,83.9
1481614,重庆市水利电力建筑勘测设计研究院有限公司,重庆市,水利行业甲级,83.6
1481656,中国电建集团华东勘测设计研究院有限公司,浙江省杭州市,工程设计综合资质甲级,83.2
1481652,中国电建集团西北勘测设计研究院有限公司,陕西省西安市,工程设计综合资质甲级,83.1
1481608,合肥工业大学设计院（集团）有限公司,安徽省合肥市,水利行业（灌溉排涝、河道整治）专业乙级；水利行业（水库枢纽、城市防洪、引调水）专业丙级,83
1481693,滁州市水利勘测设计院有限公司,安徽省滁州市,水利行业乙级,83
1481677,南京水科院瑞迪科技集团有限公司（原南京瑞迪建设科技有限公司）,江苏省南京市,水利行业乙级;水利行业(河道整治)专业甲级,82
1481602,合肥海博工程设计集团有限公司（原海博建设股份有限公司）,安徽省合肥市,水利行业丙级,82
1481625,杭州水利水电勘测设计院有限公司,浙江省杭州市,水利行业乙级,81.7
1481619,灵璧县水利设计院,安徽省宿州市,水利行业灌溉排涝丙级,
"水利行业河道整治丙级""",81.5,,,
1481646,中铁水利水电规划设计集团有限公司,江西省南昌市,水利行业甲级,81.4
1481660,河南灵捷水利勘测设计研究有限公司,河南省南阳市,水利行业（灌溉排涝、河道整治）专业甲级；水利行业乙级,81.2
1481665,中水珠江规划勘测设计有限公司,广东省广州市,水利行业甲级,81.2
1481653,黄山市水电勘测设计院,安徽省黄山市,水利行业（水库枢纽、引调水、灌溉排涝、河道整治、城市防洪）专业乙级,81.1
1481621,徐州市水利建筑设计研究院,江苏省徐州市,水利行业（引调水、河道整治、城市防洪）专业甲级；水利行业（水库枢纽、灌溉排涝、水土保持）专业乙级,81
1481603,中山市水利水电勘测设计咨询有限公司,广东省中山市,水利行业（灌溉排涝、城市防洪）专业甲级；水利行业乙级,81
1481676,山东新汇建设集团有限公司,山东省东营市,水利行业乙级；水利行业（灌溉排涝）专业甲级,80.9
1481588,禹勤工程设计咨询有限公司,四川省成都市,水利行业丙级,80.8
1481638,河南省水务规划设计研究有限公司（原河南省豫北水利勘测设计院有限公司）,河南省安阳市,水利行业乙级；水利行业（引调水、灌溉排涝、河道整治、城市防洪）专业甲级,80.8
1481669,安徽环滁水利勘测设计咨询有限公司,安徽省滁州市,水利行业（河道整治、灌溉排涝、水库枢纽）丙级,80.7
1481666,合肥市兴农水利勘察设计院有限公司,安徽省合肥市,水利行业丙级,80.6
1481651,中国电建集团中南勘测设计研究院有限公司,湖南省长沙市,工程设计综合资质甲级,80.6
1481605,华设设计集团股份有限公司,江苏省南京市,工程设计综合资质甲级,80.6
1481611,中国电建集团成都勘测设计研究院有限公司,四川省成都市,工程设计综合资质甲级,80.6
1481610,枣庄市水利勘测设计院,山东省枣庄市,水利行业（水库枢纽、引调水、灌溉排涝、河道整治）专业乙级,80.4
1481626,东莞市水利勘测设计院有限公司,广东省东莞市,水利行业乙级,80.4
1481632,上海市水利工程设计研究院有限公司,上海市,水利行业甲级,80.4
1481670,信阳市水利勘测设计院,河南省信阳市,水利行业乙级,80.4
1481687,盐城市水利勘测设计研究院有限公司,江苏省盐城市,水利行业乙级；水利行业（灌溉排涝）专业甲级,80.2
1481624,河海大学设计研究院有限公司,江苏省南京市,水利行业（灌溉排涝）专业甲级；水利行业（水库枢纽、引调水、河道整治、城市防洪、围垦）专业乙级,80.2
1481606,邯郸市水利水电勘测设计研究院,河北省邯郸市,水利行业乙级；电力行业（水利发电（含抽水蓄能、潮汐））专业甲级；水利行业（水库枢纽、引调水、灌溉排涝）专业甲级,80.2
1481661,中冶华天南京工程技术有限公司,江苏省南京市,工程设计综合资质甲级,80.2
1481662,安徽雄川水利规划设计院有限公司,安徽省合肥市,水利行业丙级,80.2
1481663,安徽途晟规划设计咨询有限公司,安徽省合肥市,水利行业丙级,80.2
1481664,山东聚信水利勘测设计有限公司,山东省临沂市,水利行业乙级,80
1481657,湖南九一工程设计有限公司,湖南省长沙市,水利行业丙级,80
1481658,温州市水利电力勘测设计院有限公司,浙江省温州市,水利行业乙级,80
1481659,甘肃省水利水电勘测设计研究院有限责任公司,甘肃省兰州市,水利行业甲级,80
1481654,中水东北勘测设计研究有限责任公司,吉林省长春市,水利行业甲级,80
1481655,中国能源建设集团广西电力设计研究院有限公司,广西壮族自治区南宁市,水利行业甲级,80
1481649,西安亿帆水利设计院有限公司,陕西省西安市,水利行业（灌溉排涝、河道整治）专业丙级,80
1481650,安徽省淠史杭灌区管理总局设计院,安徽省合肥市,水利行业（灌溉排涝、河道整治）专业乙级,80
1481667,中国市政工程华北设计研究总院有限公司,天津市,工程设计综合资质甲级,80
1481668,中国电建集团贵阳勘测设计研究院有限公司,贵州省贵阳市,工程设计综合资质甲级,80
1481634,衡宇建设集团有限公司,安徽省六安市,水利行业（灌溉排涝、河道整治）专业丙级,80
1481635,洛阳水利勘测设计有限责任公司,河南省洛阳市,水利行业乙级；水利行业（灌溉排涝、河道整治）专业甲级,80
1481640,国昇设计有限责任公司,陕西省西安市,水利行业丙级,80
1481641,安徽畅达建筑工程有限公司,安徽省六安市,水利行业河道整治丙级,80
1481642,南通和信工程勘测设计院有限公司,江苏省南通市,水利行业（灌溉排涝、河道整治、城市防洪）专业乙级,80
1481643,湖南省水利水电勘测设计研究总院,湖南省长沙市,水利行业甲级,80
1481609,广东省建筑工程集团股份有限公司（原广东水电二局股份有限公司）,广东省广州市,水利行业（水库枢纽、灌溉排涝、城市防洪）专业甲级,80
1482392,广东省水利电力勘测设计研究院有限公司,广东省广州市,水利行业甲级,80
1482356,居安勘测有限公司,浙江省杭州市,水利行业丙级,80
1481617,连云港市水利规划设计院有限公司,江苏省连云港市,水利行业（河道整治、城市防洪、灌溉排涝）专业乙级,80
1482375,长江水利水电开发集团（湖北）有限公司,湖北省武汉市,水利行业乙级、水利行业（水库枢纽、河道整治）专业甲级,80
1482345,宁波市水利水电规划设计研究院有限公司,浙江省宁波市,水利行业乙级,80
1482327,北京市水利规划设计研究院,北京市,水利行业甲级,80
1482320,山东黄河勘测设计研究院有限公司,山东省济南市,工程设计水利行业甲级,80
1482307,航天规划设计集团有限公司,北京市,工程设计综合资质甲级,80
1482310,黑龙江省水利水电勘测设计研究院,黑龙江省哈尔滨市,水利行业甲级,80
1481629,福建省水利水电勘测设计研究院有限公司（原福建省水利水电勘测设计研究院）,福建省福州市,水利行业甲级,80
1481630,山西省水利水电勘测设计研究院有限公司,山西省太原市,水利行业甲级,80
1481590,武汉中工武大设计研究院有限公司,湖北省武汉市,水利行业乙级,80
1481587,开封市汴龙勘察设计有限公司（原开封市汴龙勘察设计中心）,河南省开封市,水利行业乙级,80
1482262,中国水利水电第四工程局有限公司,青海省西宁市,工程设计水利行业甲级,80
1482245,辽宁省水利水电勘测设计研究院有限责任公司,辽宁省沈阳市,水利行业甲级,80
1482291,安徽省交通勘察设计院有限公司,安徽省合肥市,水利行业丙级；水利行业（河道整治）专业乙级,80
1482279,福州市闽华工程设计有限公司,福建省福州市,水利行业丙级；水利行业（河道整治）专业甲级、水利行业（灌溉排涝）专业乙级,80
1482276,上海千年城市规划工程设计股份有限公司,上海市,水利行业（灌溉排涝、河道整治、围垦）专业乙级,80
1482268,天津市政工程设计研究总院有限公司,天津市,工程设计水利行业甲级,80
1481688,中国联合工程有限公司,浙江省杭州市,工程设计综合资质甲级,80
1481689,贵州金瑾工程设计有限公司,贵州省六盘水市,水利行业丙级,80
1481690,安徽水安建设集团股份有限公司,安徽省合肥市,水利行业（水库枢纽、引调水、灌溉排涝）甲级,80
1481691,河南省沙颍河勘测设计院有限责任公司,河南省漯河市,水利行业（河道整治）专业乙级,80
1481692,广东珠荣工程设计有限公司,广东省广州市,水利行业乙级、水利行业（水库枢纽、城市防洪）专业甲级,80
1481684,安徽省农业工程设计院有限公司,安徽省合肥市,水利行业（灌溉排涝）专业丙级,80
1481685,安徽华水工程设计有限公司,安徽省芜湖市,水利行业乙级,80
1481686,安徽省交通规划设计研究总院股份有限公司,安徽省合肥市,工程设计综合资质甲级,80
1481694,上海市城市建设设计研究总院（集团）有限公司,上海市,工程设计综合资质甲级,80
1481695,福建安澜水利水电勘察设计院有限公司,福建省龙岩市,水利行业乙级,80
1481696,河北省水利水电勘测设计研究院集团有限公司,天津市,水利行业甲级,80
1481697,广西壮族自治区水利电力勘测设计研究院有限责任公司,广西壮族自治区南宁市,水利行业甲级,80
1481671,湖州南太湖水利水电勘测设计院有限公司,浙江省湖州市,水利行业乙级,80
1481672,陕西水环境工程勘测设计研究院,陕西省西安市,水利行业乙级；水利行业（灌溉排涝、河道整治）专业甲级,80
1481673,安徽土流规划设计咨询有限公司,安徽省合肥市,水利行业河道整治丙级,80
1481675,天津市水务规划勘测设计有限公司,天津市,水利行业甲级,80
1481678,河南水环境勘测设计有限公司,河南省三门峡市,水利行业丙级；水利行业（引调水、灌溉排涝、河道整治、城市防洪、水土保持）专业乙级,80
1481679,中国水利水电第五工程局有限公司,四川省成都市,水利行业甲级,80
1481680,广东河海工程咨询有限公司,广东省广州市,水利行业丙级,80
1481681,安徽省现代农业工程设计研究院,安徽省合肥市,水利行业（引调水、灌溉排涝、河道整治）专业丙级,80
1482465,惠州市华禹水利水电工程勘测设计有限公司,广东省惠州市,水利行业乙级,80
1481683,浙江中洲水利水电规划设计有限公司,浙江省杭州市,水利行业（水库枢纽、河道整治、围垦）专业乙级,80
1482460,江苏文天水利规划设计研究院有限公司,江苏省南京市,水利城市防洪丙级、水利河道整治丙级,80
1482455,重庆江源工程勘察设计有限公司,重庆市,水利行业丙级，水利行业（灌溉排涝、河道整治）专业乙级,80
1482439,山东省水利勘测设计院有限公司,山东省济南市,水利行业甲级,80
1482430,山东省临沂市水利勘测设计院,山东省临沂市,水利行业（水库枢纽、灌溉排涝、河道整治）专业甲级；水利行业（引调水、城市防洪、围垦）专业乙级,80
1482413,中国市政工程中南设计研究总院有限公司,湖北省武汉市,工程设计综合资质甲级,80
1482400,安徽省泓泽水利勘测设计院有限公司,安徽省合肥市,水利行业丙级,80
1481682,北京中水利德科技发展有限公司,北京市,水利行业乙级；水利行业（水利枢纽、引调水、灌溉排涝、河道整治、城市防洪）专业甲级,79.9
1481647,中国电建集团昆明勘测设计研究院有限公司,云南省昆明市,工程设计综合资质甲级,79.7
1481674,上海勘测设计研究院有限公司,上海市,水利行业甲级,78.5
1481701,安徽省水利水电勘测设计研究总院股份有限公司（原安徽省水利水电勘测设计研究总院有限公司）,安徽省合肥市,\,92.4
1481715,南京市水利规划设计院股份有限公司,江苏省南京市,\,85.8
